dtime,all_power_plan,a_test_power_plan,b_test_power_plan
2022-5-2 4:30:00,5000,0,0
2022-5-2 4:35:00,5000,0,0
2022-5-2 4:40:00,5000,0,0
2022-5-2 4:45:00,5000,0,0
2022-5-2 4:50:00,5000,0,0
2022-5-2 4:55:00,5000,0,0
2022-5-2 5:00:00,5000,0,0
2022-5-2 5:05:00,5000,0,0
2022-5-2 5:10:00,5000,0,0
2022-5-2 5:15:00,5000,0,0
2022-5-2 5:20:00,5000,0,0
2022-5-2 5:25:00,5000,0,0
2022-5-2 5:30:00,5000,0,0
2022-5-2 5:35:00,5000,0,0
2022-5-2 5:40:00,5000,0,0
2022-5-2 5:45:00,5000,0,0
2022-5-2 5:50:00,5000,0,0
2022-5-2 5:55:00,5000,0,0
2022-5-2 6:00:00,5000,0,0
2022-5-2 6:05:00,5000,0,0
2022-5-2 6:10:00,5000,0,0
2022-5-2 6:15:00,5000,0,0
2022-5-2 6:20:00,5000,0,0
2022-5-2 6:25:00,5000,0,0
2022-5-2 6:30:00,5000,0,0
2022-5-2 6:35:00,5000,0,0
2022-5-2 6:40:00,5000,0,0
2022-5-2 6:45:00,5000,0,0
2022-5-2 6:50:00,5000,0,0
2022-5-2 6:55:00,5000,0,0
2022-5-2 7:00:00,5000,0,0
2022-5-2 7:05:00,5000,0,0
2022-5-2 7:10:00,5000,0,0
2022-5-2 7:15:00,5000,0,0
2022-5-2 7:20:00,5000,0,0
2022-5-2 7:25:00,5000,0,0
2022-5-2 7:30:00,5000,0,0
2022-5-2 7:35:00,5000,0,0
2022-5-2 7:40:00,5000,0,0
2022-5-2 7:45:00,5000,0,0
2022-5-2 7:50:00,5000,0,0
2022-5-2 7:55:00,5000,0,0
2022-5-2 8:00:00,5000,0,0
2022-5-2 8:05:00,5000,0,0
2022-5-2 8:10:00,5000,0,0
2022-5-2 8:15:00,5000,0,0
2022-5-2 8:20:00,5000,0,0
2022-5-2 8:25:00,5000,0,0
2022-5-2 8:30:00,5000,0,0
2022-5-2 8:35:00,5000,0,0
2022-5-2 8:40:00,5000,0,0
2022-5-2 8:45:00,5000,0,0
2022-5-2 8:50:00,5000,0,0
2022-5-2 8:55:00,5000,0,0
2022-5-2 9:00:00,5000,0,0
2022-5-2 9:05:00,5000,0,0
2022-5-2 9:10:00,5000,0,0
2022-5-2 9:15:00,5000,0,0
2022-5-2 9:20:00,5000,0,0
2022-5-2 9:25:00,5000,0,0
2022-5-2 9:30:00,5000,0,0
2022-5-2 9:35:00,5000,0,0
2022-5-2 9:40:00,5000,0,0
2022-5-2 9:45:00,5000,0,0
2022-5-2 9:50:00,5000,0,0
2022-5-2 9:55:00,5000,0,0
2022-5-2 10:00:00,5000,0,0
2022-5-2 10:05:00,5000,0,0
2022-5-2 10:10:00,5000,0,0
2022-5-2 10:15:00,5000,0,0
2022-5-2 10:20:00,5000,0,0
2022-5-2 10:25:00,5000,0,0
2022-5-2 10:30:00,5000,0,0
2022-5-2 10:35:00,5000,0,0
2022-5-2 10:40:00,5000,0,0
2022-5-2 10:45:00,5000,0,0
2022-5-2 10:50:00,5000,0,0
2022-5-2 10:55:00,5000,0,0
2022-5-2 11:00:00,5000,0,0
2022-5-2 11:05:00,5000,0,0
2022-5-2 11:10:00,5000,0,0
2022-5-2 11:15:00,5000,0,0
2022-5-2 11:20:00,5000,0,0
2022-5-2 11:25:00,5000,0,0
2022-5-2 11:30:00,5000,0,0
2022-5-2 11:35:00,5000,0,0
2022-5-2 11:40:00,5000,0,0
2022-5-2 11:45:00,5000,0,0
2022-5-2 11:50:00,5000,0,0
2022-5-2 11:55:00,5000,0,0
2022-5-2 12:00:00,5000,0,0
2022-5-2 12:05:00,5000,0,0
2022-5-2 12:10:00,5000,0,0
2022-5-2 12:15:00,5000,0,0
2022-5-2 12:20:00,5000,0,0
2022-5-2 12:25:00,5000,0,0
2022-5-2 12:30:00,5000,0,0
2022-5-2 12:35:00,5000,0,0
2022-5-2 12:40:00,5000,0,0
2022-5-2 12:45:00,5000,0,0
2022-5-2 12:50:00,5000,0,0
2022-5-2 12:55:00,5000,0,0
2022-5-2 13:00:00,5000,0,0
2022-5-2 13:05:00,5000,0,0
2022-5-2 13:10:00,5000,0,0
2022-5-2 13:15:00,5000,0,0
2022-5-2 13:20:00,5000,0,0
2022-5-2 13:25:00,5000,0,0
2022-5-2 13:30:00,5000,0,0
2022-5-2 13:35:00,5000,0,0
2022-5-2 13:40:00,5000,0,0
2022-5-2 13:45:00,5000,0,0
2022-5-2 13:50:00,5000,0,0
2022-5-2 13:55:00,5000,0,0
2022-5-2 14:00:00,5000,0,0
2022-5-2 14:05:00,5000,0,0
2022-5-2 14:10:00,5000,0,0
2022-5-2 14:15:00,5000,0,0
2022-5-2 14:20:00,5000,0,0
2022-5-2 14:25:00,5000,0,0
2022-5-2 14:30:00,5000,0,0
2022-5-2 14:35:00,5000,0,0
2022-5-2 14:40:00,5000,0,0
2022-5-2 14:45:00,5000,0,0
2022-5-2 14:50:00,5000,0,0
2022-5-2 14:55:00,5000,0,0
2022-5-2 15:00:00,5000,0,0
2022-5-2 15:05:00,5000,0,0
2022-5-2 15:10:00,5000,0,0
2022-5-2 15:15:00,5000,0,0
2022-5-2 15:20:00,5000,0,0
2022-5-2 15:25:00,5000,0,0
2022-5-2 15:30:00,5000,0,0
2022-5-2 15:35:00,5000,0,0
2022-5-2 15:40:00,5000,0,0
2022-5-2 15:45:00,5000,0,0
2022-5-2 15:50:00,5000,0,0
2022-5-2 15:55:00,5000,0,0
2022-5-2 16:00:00,5000,0,0
2022-5-2 16:05:00,5000,0,0
2022-5-2 16:10:00,5000,0,0
2022-5-2 16:15:00,5000,0,0
2022-5-2 16:20:00,5000,0,0
2022-5-2 16:25:00,5000,0,0
2022-5-2 16:30:00,5000,0,0
2022-5-2 16:35:00,5000,0,0
2022-5-2 16:40:00,5000,0,0
2022-5-2 16:45:00,5000,0,0
2022-5-2 16:50:00,5000,0,0
2022-5-2 16:55:00,5000,0,0
2022-5-2 17:00:00,5000,0,0
2022-5-2 17:05:00,5000,0,0
2022-5-2 17:10:00,5000,0,0
2022-5-2 17:15:00,5000,0,0
2022-5-2 17:20:00,5000,0,0
2022-5-2 17:25:00,5000,0,0
2022-5-2 17:30:00,5000,0,0
2022-5-2 17:35:00,5000,0,0
2022-5-2 17:40:00,5000,0,0
2022-5-2 17:45:00,5000,0,0
2022-5-2 17:50:00,5000,0,0
2022-5-2 17:55:00,5000,0,0
2022-5-2 18:00:00,5000,0,0
2022-5-2 18:05:00,5000,0,0
2022-5-2 18:10:00,5000,0,0
2022-5-2 18:15:00,5000,0,0
2022-5-2 18:20:00,5000,0,0
2022-5-2 18:25:00,5000,0,0
2022-5-2 18:30:00,5000,0,0
2022-5-2 18:35:00,5000,0,0
2022-5-2 18:40:00,5000,0,0
2022-5-2 18:45:00,5000,0,0
2022-5-2 18:50:00,5000,0,0
2022-5-2 18:55:00,5000,0,0
2022-5-2 19:00:00,5000,0,0
2022-5-2 19:05:00,5000,0,0
2022-5-2 19:10:00,5000,0,0
2022-5-2 19:15:00,5000,0,0
2022-5-2 19:20:00,5000,0,0
2022-5-2 19:25:00,5000,0,0
2022-5-2 19:30:00,5000,0,0
2022-5-2 19:35:00,5000,0,0
2022-5-2 19:40:00,5000,0,0
2022-5-2 19:45:00,5000,0,0
2022-5-2 19:50:00,5000,0,0
2022-5-2 19:55:00,5000,0,0
2022-5-2 20:00:00,5000,0,0
2022-5-2 20:05:00,5000,0,0
2022-5-2 20:10:00,5000,0,0
2022-5-2 20:15:00,5000,0,0
2022-5-2 20:20:00,5000,0,0
2022-5-2 20:25:00,5000,0,0
2022-5-2 20:30:00,5000,0,0
2022-5-2 20:35:00,5000,0,0
2022-5-2 20:40:00,5000,0,0
2022-5-2 20:45:00,5000,0,0
2022-5-2 20:50:00,5000,0,0
2022-5-2 20:55:00,5000,0,0
2022-5-2 21:00:00,5000,0,0
2022-5-2 21:05:00,5000,0,0
2022-5-2 21:10:00,5000,0,0
2022-5-2 21:15:00,5000,0,0
2022-5-2 21:20:00,5000,0,0
2022-5-2 21:25:00,5000,0,0
2022-5-2 21:30:00,5000,0,0
2022-5-2 21:35:00,5000,0,0
2022-5-2 21:40:00,5000,0,0
2022-5-2 21:45:00,5000,0,0
2022-5-2 21:50:00,5000,0,0
2022-5-2 21:55:00,5000,0,0
2022-5-2 22:00:00,5000,0,0
2022-5-2 22:05:00,5000,0,0
2022-5-2 22:10:00,5000,0,0
2022-5-2 22:15:00,5000,0,0
2022-5-2 22:20:00,5000,0,0
2022-5-2 22:25:00,5000,0,0
2022-5-2 22:30:00,5000,0,0
2022-5-2 22:35:00,5000,0,0
2022-5-2 22:40:00,5000,0,0
2022-5-2 22:45:00,5000,0,0
2022-5-2 22:50:00,5000,0,0
2022-5-2 22:55:00,5000,0,0
2022-5-2 23:00:00,5000,0,0
2022-5-2 23:05:00,5000,0,0
2022-5-2 23:10:00,5000,0,0
2022-5-2 23:15:00,5000,0,0
2022-5-2 23:20:00,5000,0,0
2022-5-2 23:25:00,5000,0,0
2022-5-2 23:30:00,5000,0,0
2022-5-2 23:35:00,5000,0,0
2022-5-2 23:40:00,5000,0,0
2022-5-2 23:45:00,5000,0,0
2022-5-2 23:50:00,5000,0,0
2022-5-2 23:55:00,5000,0,0
2022-5-3 0:00:00,5000,0,0
2022-5-3 0:05:00,5000,0,0
2022-5-3 0:10:00,5000,0,0
2022-5-3 0:15:00,5000,0,0
2022-5-3 0:20:00,5000,0,0
2022-5-3 0:25:00,5000,0,0
2022-5-3 0:30:00,5000,0,0
2022-5-3 0:35:00,5000,0,0
2022-5-3 0:40:00,5000,0,0
2022-5-3 0:45:00,5000,0,0
2022-5-3 0:50:00,5000,0,0
2022-5-3 0:55:00,5000,0,0
2022-5-3 1:00:00,5000,0,0
2022-5-3 1:05:00,5000,0,0
2022-5-3 1:10:00,5000,0,0
2022-5-3 1:15:00,5000,0,0
2022-5-3 1:20:00,5000,0,0
2022-5-3 1:25:00,5000,0,0
2022-5-3 1:30:00,5000,0,0
2022-5-3 1:35:00,5000,0,0
2022-5-3 1:40:00,5000,0,0
2022-5-3 1:45:00,5000,0,0
2022-5-3 1:50:00,5000,0,0
2022-5-3 1:55:00,5000,0,0
2022-5-3 2:00:00,5000,0,0
2022-5-3 2:05:00,5000,0,0
2022-5-3 2:10:00,5000,0,0
2022-5-3 2:15:00,5000,0,0
2022-5-3 2:20:00,5000,0,0
2022-5-3 2:25:00,5000,0,0
2022-5-3 2:30:00,5000,0,0
2022-5-3 2:35:00,5000,0,0
2022-5-3 2:40:00,5000,0,0
2022-5-3 2:45:00,5000,0,0
2022-5-3 2:50:00,5000,0,0
2022-5-3 2:55:00,5000,0,0
2022-5-3 3:00:00,5000,0,0
2022-5-3 3:05:00,5000,0,0
2022-5-3 3:10:00,5000,0,0
2022-5-3 3:15:00,5000,0,0
2022-5-3 3:20:00,5000,0,0
2022-5-3 3:25:00,5000,0,0
2022-5-3 3:30:00,5000,0,0
2022-5-3 3:35:00,5000,0,0
2022-5-3 3:40:00,5000,0,0
2022-5-3 3:45:00,5000,0,0
2022-5-3 3:50:00,5000,0,0
2022-5-3 3:55:00,5000,0,0
2022-5-3 4:00:00,5000,0,0
2022-5-3 4:05:00,5000,0,0
2022-5-3 4:10:00,5000,0,0
2022-5-3 4:15:00,5000,0,0
2022-5-3 4:20:00,5000,0,0
2022-5-3 4:25:00,5000,0,0
2022-5-3 4:30:00,5000,0,0
2022-5-3 4:35:00,5000,0,0
2022-5-3 4:40:00,5000,0,0
2022-5-3 4:45:00,5000,0,0
2022-5-3 4:50:00,5000,0,0
2022-5-3 4:55:00,5000,0,0
2022-5-3 5:00:00,5000,0,0
2022-5-3 5:05:00,5000,0,0
2022-5-3 5:10:00,5000,0,0
2022-5-3 5:15:00,5000,0,0
2022-5-3 5:20:00,5000,0,0
2022-5-3 5:25:00,5000,0,0
2022-5-3 5:30:00,5000,0,0
2022-5-3 5:35:00,5000,0,0
2022-5-3 5:40:00,5000,0,0
2022-5-3 5:45:00,5000,0,0
2022-5-3 5:50:00,5000,0,0
2022-5-3 5:55:00,5000,0,0
2022-5-3 6:00:00,5000,0,0
2022-5-3 6:05:00,5000,0,0
2022-5-3 6:10:00,5000,0,0
2022-5-3 6:15:00,5000,0,0
2022-5-3 6:20:00,5000,0,0
2022-5-3 6:25:00,5000,0,0
2022-5-3 6:30:00,5000,0,0
2022-5-3 6:35:00,5000,0,0
2022-5-3 6:40:00,5000,0,0
2022-5-3 6:45:00,5000,0,0
2022-5-3 6:50:00,5000,0,0
2022-5-3 6:55:00,5000,0,0
2022-5-3 7:00:00,5000,0,0
2022-5-3 7:05:00,5000,0,0
2022-5-3 7:10:00,5000,0,0
2022-5-3 7:15:00,5000,0,0
2022-5-3 7:20:00,5000,0,0
2022-5-3 7:25:00,5000,0,0
2022-5-3 7:30:00,5000,0,0
2022-5-3 7:35:00,5000,0,0
2022-5-3 7:40:00,5000,0,0
2022-5-3 7:45:00,5000,0,0
2022-5-3 7:50:00,5000,0,0
2022-5-3 7:55:00,5000,0,0
2022-5-3 8:00:00,5000,0,0
2022-5-3 8:05:00,5000,0,0
2022-5-3 8:10:00,5000,0,0
2022-5-3 8:15:00,5000,0,0
2022-5-3 8:20:00,5000,0,0
2022-5-3 8:25:00,5000,0,0
2022-5-3 8:30:00,5000,0,0
2022-5-3 8:35:00,5000,0,0
2022-5-3 8:40:00,5000,0,0
2022-5-3 8:45:00,5000,0,0
2022-5-3 8:50:00,5000,0,0
2022-5-3 8:55:00,5000,0,0
2022-5-3 9:00:00,5000,0,0
2022-5-3 9:05:00,5000,0,0
2022-5-3 9:10:00,5000,0,0
2022-5-3 9:15:00,5000,0,0
2022-5-3 9:20:00,5000,0,0
2022-5-3 9:25:00,5000,0,0
2022-5-3 9:30:00,5000,0,0
2022-5-3 9:35:00,5000,0,0
2022-5-3 9:40:00,5000,0,0
2022-5-3 9:45:00,5000,0,0
2022-5-3 9:50:00,5000,0,0
2022-5-3 9:55:00,5000,0,0
2022-5-3 10:00:00,5000,0,0
